"Writer Name","Novel Name","Genre","Final Word Count","Average Per Day","Winner","index","url"
"HyperCaz","Novel: To Trap the Wandering Vine","Genre: Fantasy","103243","3,441","Winner!","1814","http://nanowrimo.org/participants/hypercaz/novels/to-trap-the-wandering-vine/stats"
"HyperCaz","Novel: The Walls of Ellan","Genre: Fantasy","65082","2,169","Winner!","1815","http://nanowrimo.org/participants/hypercaz/novels/the-walls-of-ellan/stats"
"Hexigon","Novel: The Blackbloods (again!!)","Genre: Science Fiction","50040","1,668","Winner!","1816","http://nanowrimo.org/participants/hexigon/novels/the-blackbloods-again/stats"
"Hexigon","Novel: The Blackbloods","Genre: Science Fiction","50010","1,667","Winner!","1817","http://nanowrimo.org/participants/hexigon/novels/the-blackbloods-781736/stats"
"Hexigon","Novel: Vespra -the early years","Genre: Science Fiction","50023","1,667","Winner!","1818","http://nanowrimo.org/participants/hexigon/novels/vespra-the-early-years/stats"
"Hexigon","Novel: Eve's Order","Genre: Science Fiction","50009","1,666","Winner!","1819","http://nanowrimo.org/participants/hexigon/novels/eve-s-order/stats"
"Hexigon","Novel: Zombies on Space Ships","Genre: Science Fiction","50565","1,685","Winner!","1820","http://nanowrimo.org/participants/hexigon/novels/zombies-on-space-ships/stats"
"gwentheg","Novel: The People Parade.","Genre: Young Adult","50","1","","1821","http://nanowrimo.org/participants/gwentheg/novels/the-people-parade/stats"
"DrachenkralleFantasy","Novel: Das Versprechen der Greife","Genre: Fantasy","102347","3,411","Winner!","1822","http://nanowrimo.org/participants/drachenkrallefantasy/novels/das-versprechen-der-greife/stats"
"DrachenkralleFantasy","Novel: Die Legende der Silberflügel","Genre: Fantasy","50621","1,687","Winner!","1823","http://nanowrimo.org/participants/drachenkrallefantasy/novels/die-legende-der-silberflugel/stats"
"DrachenkralleFantasy","Novel: Das Amulett der Greife","Genre: Fantasy","53689","1,789","Winner!","1824","http://nanowrimo.org/participants/drachenkrallefantasy/novels/das-amulett-der-greife/stats"
"DrachenkralleFantasy","Novel: Die Wandlerin","Genre: Fantasy","50162","1,672","Winner!","1825","http://nanowrimo.org/participants/drachenkrallefantasy/novels/die-wandlerin/stats"
"Balladeer","Novel: Your Mileage May Fairy","Genre: Fantasy","70970","2,365","Winner!","1826","http://nanowrimo.org/participants/balladeer/novels/your-mileage-may-fairy/stats"
"Balladeer","Novel: Wyrmpeak","Genre: Fantasy","50391","1,679","Winner!","1827","http://nanowrimo.org/participants/balladeer/novels/wyrmpeak/stats"
"Balladeer","Novel: Crystalline (Working Title)","Genre: Fantasy","51173","1,705","Winner!","1828","http://nanowrimo.org/participants/balladeer/novels/crystalline-working-title/stats"
"QueenOfTheUniverse","Novel: The Carnival Boy 2015","Genre: Fantasy","50132","1,671","Winner!","1829","http://nanowrimo.org/participants/queenoftheuniverse/novels/the-carnival-boy-2015/stats"
"QueenOfTheUniverse","Novel: The Carnival Boy","Genre: Fantasy","50231","1,674","Winner!","1830","http://nanowrimo.org/participants/queenoftheuniverse/novels/the-carnival-boy-578352/stats"
"QueenOfTheUniverse","Novel: Detective Ghost","Genre: Romance","50119","1,670","Winner!","1831","http://nanowrimo.org/participants/queenoftheuniverse/novels/detective-ghost/stats"
"QueenOfTheUniverse","Novel: Fighting For Love (Shifter Emergency Response Team 1)","Genre: Romance","50202","1,673","Winner!","1832","http://nanowrimo.org/participants/queenoftheuniverse/novels/fighting-for-love-shifter-emergency-response-team-1/stats"
"QueenOfTheUniverse","Novel: Of Love And Courage","Genre: Mystery, Thriller & Suspense","50355","1,678","Winner!","1833","http://nanowrimo.org/participants/queenoftheuniverse/novels/of-love-and-courage/stats"
"QueenOfTheUniverse","Novel: Of Love And Courage version 1","Genre: Romance","50000","1,666","Winner!","1834","http://nanowrimo.org/participants/queenoftheuniverse/novels/of-love-and-courage-version-1/stats"
"QueenOfTheUniverse","Novel: Don't Remember","Genre: Can't remember","50000","1,666","Winner!","1835","http://nanowrimo.org/participants/queenoftheuniverse/novels/don-t-remember-790963/stats"
"QueenOfTheUniverse","Novel: Servants of Darkness version 2","Genre: Fantasy","50000","1,666","Winner!","1836","http://nanowrimo.org/participants/queenoftheuniverse/novels/servants-of-darkness-version-2/stats"
"QueenOfTheUniverse","Novel: Servants of Darkness version 1","Genre: Fantasy","50000","1,666","Winner!","1837","http://nanowrimo.org/participants/queenoftheuniverse/novels/servants-of-darkness-version-1/stats"
"QueenOfTheUniverse","Novel: Train Explosion","Genre: Nothing really","50000","1,666","Winner!","1838","http://nanowrimo.org/participants/queenoftheuniverse/novels/train-explosion/stats"
"QueenOfTheUniverse","Novel: Noir Stuff","Genre: Thriller/Suspense","50000","1,666","Winner!","1839","http://nanowrimo.org/participants/queenoftheuniverse/novels/noir-stuff/stats"
"QueenOfTheUniverse","Novel: Abby and Sid","Genre: No clue","50000","1,666","Winner!","1840","http://nanowrimo.org/participants/queenoftheuniverse/novels/abby-and-sid/stats"
"Vashtan","Novel: Risk Return","Genre: Mainstream","5595","186","","1841","http://nanowrimo.org/participants/vashtan/novels/risk-return/stats"
"Vashtan","Novel: Bird book","Genre: Historical","47914","1,597","","1842","http://nanowrimo.org/participants/vashtan/novels/bird-book/stats"
"Vashtan","Novel: Kettenhund","Genre: Science Fiction","68302","2,276","Winner!","1843","http://nanowrimo.org/participants/vashtan/novels/kettenhund/stats"
"tkphotog","Novel: Skinny Dipping in Quicksand","Genre: Satire/Humor","50172","1,672","Winner!","1844","http://nanowrimo.org/participants/tkphotog/novels/skinny-dipping-in-quicksand/stats"
"tkphotog","Novel: Memories of the Nearly Departed","Genre: Satire/Humor","50100","1,670","Winner!","1845","http://nanowrimo.org/participants/tkphotog/novels/memories-of-the-nearly-departed/stats"
"tkphotog","Novel: Down & Out in Charm City.","Genre: Satire, Humor & Parody","50515","1,683","Winner!","1846","http://nanowrimo.org/participants/tkphotog/novels/down-out-in-charm-city/stats"
"tkphotog","Novel: Auntie Dame: Memoirs of an Improbable Childhood","Genre: Satire, Humor & Parody","50011","1,667","Winner!","1847","http://nanowrimo.org/participants/tkphotog/novels/auntie-dame-memoirs-of-an-improbable-childhood/stats"
"tkphotog","Novel: Deus Ex Waffle House","Genre: Satire, Humor & Parody","50313","1,677","Winner!","1848","http://nanowrimo.org/participants/tkphotog/novels/deus-ex-waffle-house/stats"
"tkphotog","Novel: The Fortunate Idiot","Genre: Satire/Humor","51000","1,700","Winner!","1849","http://nanowrimo.org/participants/tkphotog/novels/the-fortunate-idiot/stats"
"tkphotog","Novel: The Accidental Concierge","Genre: Satire/Humor","50001","1,666","Winner!","1850","http://nanowrimo.org/participants/tkphotog/novels/the-accidental-concierge/stats"
"tkphotog","Novel: Diplomatic Impunity","Genre: Satire/Humor","51000","1,700","Winner!","1851","http://nanowrimo.org/participants/tkphotog/novels/diplomatic-impunity-581667/stats"
"tkphotog","Novel: Don't Speak Ill of the Dead","Genre: Satire/Humor","50010","1,667","Winner!","1852","http://nanowrimo.org/participants/tkphotog/novels/don-t-speak-ill-of-the-dead/stats"
"tkphotog","Novel: Don't Look Back","Genre: Satire/Humor","50001","1,666","Winner!","1853","http://nanowrimo.org/participants/tkphotog/novels/don-t-look-back-581631/stats"
"tkphotog","Novel: The Redneck White Wedding Blues","Genre: Satire/Humor","50001","1,666","Winner!","1854","http://nanowrimo.org/participants/tkphotog/novels/the-redneck-white-wedding-blues/stats"
"tkphotog","Novel: Down and Out in Charm City","Genre: Satire/Humor","50001","1,666","Winner!","1855","http://nanowrimo.org/participants/tkphotog/novels/down-and-out-in-charm-city/stats"
"SocioTom","Novel: Space Puncher II: The Punchening","Genre: Science Fiction","0","0","","1856","http://nanowrimo.org/participants/sociotom/novels/space-puncher-ii-the-punchening/stats"
"SocioTom","Novel: Space Puncher","Genre: Science Fiction","18017","600","","1857","http://nanowrimo.org/participants/sociotom/novels/space-puncher/stats"
"SocioTom","Novel: Crowdsourced: A Book of Stories","Genre: All. Just all the genres.","25057","835","","1858","http://nanowrimo.org/participants/sociotom/novels/crowdsourced-a-book-of-stories/stats"
"SocioTom","Novel: Dial Time for Zombies","Genre: Satire, Humor & Parody","50211","1,673","Winner!","1859","http://nanowrimo.org/participants/sociotom/novels/dial-time-for-zombies/stats"
"SocioTom","Novel: Nemesis","Genre: Fantasy","50035","1,667","Winner!","1860","http://nanowrimo.org/participants/sociotom/novels/nemesis/stats"
"SocioTom","Novel: Howl","Genre: Literary","50000","1,666","Winner!","1861","http://nanowrimo.org/participants/sociotom/novels/howl-619829/stats"
"SocioTom","Novel: Late Fees","Genre: Satire/Humor","50000","1,666","Winner!","1862","http://nanowrimo.org/participants/sociotom/novels/late-fees/stats"
"SocioTom","Novel: Divine","Genre: Adventure","50000","1,666","Winner!","1863","http://nanowrimo.org/participants/sociotom/novels/divine-619842/stats"
"SocioTom","Novel: The Mists of Nerrivick","Genre: Mystery","50300","1,676","Winner!","1864","http://nanowrimo.org/participants/sociotom/novels/the-mists-of-nerrivick/stats"
"Kaje Harper","Novel: Unintended Consequences","Genre: Romance","63817","2,127","Winner!","1865","http://nanowrimo.org/participants/kaje-harper/novels/unintended-consequences-1007538/stats"
"Kaje Harper","Novel: I'll Know When I Get There","Genre: Mystery","48801","1,626","","1866","http://nanowrimo.org/participants/kaje-harper/novels/i-ll-know-when-i-get-there/stats"
"Kaje Harper","Novel: Rebuilding Year Book 2","Genre: Romance","22237","741","","1867","http://nanowrimo.org/participants/kaje-harper/novels/rebuilding-year-book-2/stats"
"Kaje Harper","Novel: Sole Support","Genre: Romance","103695","3,456","Winner!","1868","http://nanowrimo.org/participants/kaje-harper/novels/sole-support/stats"
"Kaje Harper","Novel: Some Assembly Required","Genre: Young Adult & Youth","50284","1,676","Winner!","1869","http://nanowrimo.org/participants/kaje-harper/novels/some-assembly-required1/stats"
"EmpressRiz","Novel: Too Much (Or, I Remember Mama)","Genre: Memoir","23051","768","","1870","http://nanowrimo.org/participants/empressriz/novels/too-much-or-i-remember-mama/stats"
"EmpressRiz","Novel: Stream of Semi-Consciousness","Genre: Horror/Supernatural","10251","341","","1871","http://nanowrimo.org/participants/empressriz/novels/stream-of-semi-consciousness/stats"
"EmpressRiz","Novel: Grief: Or, How to Explain Death to the Cat","Genre: Navel Gazing Humor","5775","192","","1872","http://nanowrimo.org/participants/empressriz/novels/grief-or-how-to-explain-death-to-the-cat/stats"
"EmpressRiz","Novel: Escape from Gideon","Genre: Horror & Supernatural","20803","693","","1873","http://nanowrimo.org/participants/empressriz/novels/escape-from-gideon/stats"
"EmpressRiz","Novel: Kinsale Chronicles #2: Something Wicked This Way Comes","Genre: Horror & Supernatural","5278","175","","1874","http://nanowrimo.org/participants/empressriz/novels/kinsale-chronicles-2-something-wicked-this-way-comes/stats"
"DevB","Novel: Vultures' Lunch","Genre: Mystery","50505","1,683","Winner!","1875","http://nanowrimo.org/participants/devb/novels/vultures-lunch/stats"
"DevB","Novel: Cabin Fever","Genre: Romance","50026","1,667","Winner!","1876","http://nanowrimo.org/participants/devb/novels/cabin-fever-618692/stats"
"DevB","Novel: This and that","Genre: Romance","12591","419","","1877","http://nanowrimo.org/participants/devb/novels/this-and-that-549052/stats"
"DevB","Novel: Queen for a day","Genre: Romance","50565","1,685","Winner!","1878","http://nanowrimo.org/participants/devb/novels/queen-for-a-day/stats"
"DevB","Novel: Window in the Blue","Genre: Romance","50282","1,676","Winner!","1879","http://nanowrimo.org/participants/devb/novels/window-in-the-blue/stats"
"DevB","Novel: Moving in Rhythm","Genre: Women's Fiction","52000","1,733","Winner!","1880","http://nanowrimo.org/participants/devb/novels/moving-in-rhythm/stats"
"DevB","Novel: Rise and Shine","Genre: Women's Fiction","50079","1,669","Winner!","1881","http://nanowrimo.org/participants/devb/novels/rise-and-shine-997027/stats"
"DevB","Novel: Gillian","Genre: Women's Fiction","98729","3,290","Winner!","1882","http://nanowrimo.org/participants/devb/novels/gillian-997034/stats"
"corgilord","Novel: Orion","Genre: Fantasy, Young Adult","50191","1,673","Winner!","1883","http://nanowrimo.org/participants/corgilord/novels/orion-948784/stats"
"Cayendi","Novel: Debris","Genre: Gay SciFi/Fantasy/Romance","50805","1,693","Winner!","1884","http://nanowrimo.org/participants/cayendi/novels/debris-863836/stats"
"Cayendi","Novel: Not Quite The Queen","Genre: YA Gay Fantasy","51315","1,710","Winner!","1885","http://nanowrimo.org/participants/cayendi/novels/not-quite-the-queen/stats"
"Cayendi","Novel: Tactical Error","Genre: YA gay fantasy","50005","1,666","Winner!","1886","http://nanowrimo.org/participants/cayendi/novels/tactical-error/stats"
"Cayendi","Novel: Wisc'd Away","Genre: Gay Fantasy/Romance","52925","1,764","Winner!","1887","http://nanowrimo.org/participants/cayendi/novels/wisc-d-away/stats"
"Cayendi","Novel: Duality","Genre: Gay Fantasy/Romance","50353","1,678","Winner!","1888","http://nanowrimo.org/participants/cayendi/novels/duality3/stats"
"Cayendi","Novel: Blind Trust","Genre: Gay Fantasy/Romance","88415","2,947","Winner!","1889","http://nanowrimo.org/participants/cayendi/novels/blind-trust-409691/stats"
"Cayendi","Novel: Crashed","Genre: Gay Fantasy/Romance","70346","2,344","Winner!","1890","http://nanowrimo.org/participants/cayendi/novels/crashed-409693/stats"
"Cayendi","Novel: Echoes","Genre: Gay SF/Romance","66872","2,229","Winner!","1891","http://nanowrimo.org/participants/cayendi/novels/echoes-409695/stats"
"Cayendi","Novel: Ki'vahn","Genre: Gay Fantasy/Romance","50238","1,674","Winner!","1892","http://nanowrimo.org/participants/cayendi/novels/ki-vahn/stats"
"Cayendi","Novel: There'll be Dragons","Genre: Gay Fantasy/Romance","9291","309","","1893","http://nanowrimo.org/participants/cayendi/novels/there-ll-be-dragons/stats"
"Cayendi","Novel: CyMagick Incorporated","Genre: Fantasy","27000","900","","1894","http://nanowrimo.org/participants/cayendi/novels/cymagick-incorporated/stats"
"Becky Black","Novel: Schrödinger's Corpsicle","Genre: Science Fiction","50075","1,669","Winner!","1895","http://nanowrimo.org/participants/becky-black/novels/schrodinger-s-corpsicle/stats"
"Becky Black","Novel: Mapping the Shadows","Genre: Romance","77133","2,571","Winner!","1896","http://nanowrimo.org/participants/becky-black/novels/mapping-the-shadows/stats"
"Becky Black","Novel: Sleep Bomb (Now published as Dream For Me)","Genre: Romance","53067","1,768","Winner!","1897","http://nanowrimo.org/participants/becky-black/novels/sleep-bomb-now-published-as-dream-for-me/stats"
"Becky Black","Novel: In His Blood (Now published as Patient Z)","Genre: Romance","50018","1,667","Winner!","1898","http://nanowrimo.org/participants/becky-black/novels/in-his-blood-now-published-as-patient-z/stats"
"Becky Black","Novel: The Company Man","Genre: Romance","55564","1,852","Winner!","1899","http://nanowrimo.org/participants/becky-black/novels/the-company-man/stats"
"Becky Black","Novel: Higher Ground","Genre: Romance","72140","2,404","Winner!","1900","http://nanowrimo.org/participants/becky-black/novels/higher-ground-370729/stats"
"Becky Black","Novel: The Last Mile","Genre: Adventure","50018","1,667","Winner!","1901","http://nanowrimo.org/participants/becky-black/novels/the-last-mile-370731/stats"
"Becky Black","Novel: Identity Check","Genre: Romance","114000","3,800","Winner!","1902","http://nanowrimo.org/participants/becky-black/novels/identity-check/stats"
"Becky Black","Novel: The Battle of Hollow Jimmy","Genre: Science Fiction","77000","2,566","Winner!","1903","http://nanowrimo.org/participants/becky-black/novels/the-battle-of-hollow-jimmy/stats"
