,Writer Name,Member Length,LifetimeWordCount,url,Age,Birthday,Favorite books or authors,Favorite noveling music,Hobbies,Location,Occupation,Primary Role,Sponsorship URL,Expected Final Word Count,Expected Daily Average,CURRENT WINNER,Current Donor,Wins,Donations,Participated,Consecutive Donor,Consecutive Wins,Consecutive Part,Part Years,Win Years,Donor Years,Num Novels,Expected Num Submissions,Expected Avg Submission,Expected Min Submission,Expected Min Day,Expected Max Submission,Expected Max Day,Expected Std Submissions,Expected Consec Subs,FW Total,FW Sub,FH Total,FH Sub,SH Total,SH Sub
457,Cayendi,10,516760,http://nanowrimo.org/participants/Cayendi,47,December 22,"Josh Lanyon, Jordan Castillo Price, Jane Austen, Joseph Hansen, JK Rowling, EM Forster (and many, many","Contrary to my earlier insistance that singing distracts me, I seem to write fine with Adam Lambert in the background :)","singing, reading, Doctor Who, Torchwood, Ianto Jones, Stargate Atlantis, Sherlock, CSI, Elementary, etc...","Zutphen, the Netherlands",Author,,,51676,1722.53333333,1,1,8,7,10,7,8,10,"[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014]","[2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014]","[2008, 2009, 2010, 2011, 2012, 2013, 2014]",10,8.1,1091.55467836,135.5,7,2441,6.4,604.340528503,7.1,19591,7,19591,7,19591,7
458,Becky Black,4,611535,http://nanowrimo.org/participants/Becky-Black,,August 6,"Terry Pratchett, Josh Lanyon, Douglas Adams, Jordan Castillo Price, KJ Charles, Jordan L Hawk, Kazuo",Classical,,UK,"Writer, saddled with a day job to pay the coffee bill",,,67948.3333333,2264.94444444,1,1,9,2,9,1,9,9,"[2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014]","[2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014]","[2012, 2014]",9,11.6666666667,1047.55981834,381.777777778,8,1980.11111111,4.33333333333,445.669572771,10.8888888889,10142,6,10142,6,10142,6
459,bandanna,10,0,http://nanowrimo.org/participants/bandanna,,,"Remembrance of Things Past. One Hundred Years of Solitude. The Universe and the Teacup. The Radioactive Boy Scout. Cloud Atlas. Gilda Joyce, Psychic Investigator. The Elegant Universe. A Portrait of the Artist as a Young Man. The Origin of Species. Geek Love. The Cake Doctor. An Appeal For Sexual Deviancy (copyright 1960). His Dark Materials. The Orange Splot. The Secret Diary of Adrian Mole. The American Eagle Outfitters Manager's Employee Manual (a bit of comedy). Pride and Prejudice. A Brief History of Time. Lizard Music. An Abundance of Katherines. Middlesex. How to Breathe Underwater. Three Junes. Wonder Boys. Holes. Great Spy Stories from Fiction. 1990 Jeep YJ Owner's Manual. The Pleasure of My Company. The Origin of Consciousness in the Breakdown of the Bicameral Mind. The Toddler's Busy Book. Asimov's Chronology of Science and Discovery. Jonathon Livingston Seagull. Fondue Cookery. Emily Post's Pocket Book of Etiquette (size approx. 5x8 inches). A Fraction of the Whole.",The sweet sound of muffins being chewed.,"Reading, working out, buying stuff, science.","Lausanne, Switzerland",,,,,,0,0,0,0,0,0,0,0,[],[],[],,,,,,,,,,0,0,0,0,0,0
460,AnneTenino,4,141419,http://nanowrimo.org/participants/AnneTenino,,,"Drew Ferguson (""The Screwed Up Life of Charlie the Second""), Rachel",I don't listen to music when I write,"Crochet and sewing. Occasionally cooking, although now that I have a family, that's more like work.","Portland, OR",Writer,,,70709.5,2356.98333333,0,0,2,0,2,0,1,1,"[2010, 2013]","[2010, 2013]",[],2,13.5,1181.13461538,178.5,4.5,2744.5,13,676.188832835,13,7079,6,7079,6,7079,6
461,aliciagregoire,6,360334,http://nanowrimo.org/participants/aliciagregoire,,,"The Stand, Dark Tower Series, David Eddings, Megan McCafferty, Cassandra Clare, Holly",Varies from pop to goth/industrial,"People watching, walking, reading, crocheting","Boston, MA",,,,60055.6666667,2001.85555556,1,1,6,2,6,1,6,6,"[2009, 2010, 2011, 2012, 2013, 2014]","[2009, 2010, 2011, 2012, 2013, 2014]","[2010, 2013]",6,15.3333333333,1845.49731382,191.833333333,10.6666666667,4774.66666667,12,1125.02402326,13.8333333333,15133,7,15133,7,15133,7
462,TheRogueParadox,3,266020,http://nanowrimo.org/participants/TheRogueParadox,25,,"Neil Gaiman, Stephen King, Liz Ashford, Margaret Peterson Haddix, Veronica Roth, Cassandra Clare, Gail Carson","Muse, Within Temptation, They Might Be Giants, L'arc~en~Ciel","Writing/Reading, Photography, Crafting, Viola, Archery","Portland, OR",Security Guard / Student,Municipal Liaison,,38002.8571429,1266.76190476,1,1,3,1,7,1,1,7,"[2008, 2009, 2010, 2011, 2012, 2013, 2014]","[2008, 2012, 2014]",[2014],7,8.28571428571,1153.88348794,45.2857142857,5.85714285714,3213.28571429,10.8571428571,912.53963767,6.85714285714,5517,7,5517,7,5517,7
463,yukondawn,4,107272,http://nanowrimo.org/participants/yukondawn,,,"Thomas Pynchon, Carolyn",whatever's playing at the bar,"reading (duh), writing (doubly duh), hiking, x-country skiing, knitting, math","Whitehorse, Yukon, Canada",,Municipal Liaison,,53636,1787.86666667,1,0,2,1,2,1,2,2,"[2011, 2012]","[2011, 2012]",[2012],2,24,2244.79304348,539,23,3964.5,18,767.52543332,23.5,17009,7,17009,7,17009,7
464,Wolf Wild (Kaden),2,68645,http://nanowrimo.org/participants/wolf-wild-kaden,,,"Tolkien, C.S. Lewis, Madeleine L'Engle, R.A. Salvatore, George R.R. Martin, JK",Acapella,"Foraging, money-less living, helping others, jewelry-making, sewing, gardening, Netflix, Pathfinder, Magic the Gathering",NE Portland,,,,34322.5,1144.08333333,1,0,0,0,2,0,0,2,"[2013, 2014]",[],[],2,22.5,1551.15991903,139.5,11.5,4434,7,1032.49218602,22.5,21662,7,21662,7,21662,7
465,Sparkling,5,229805,http://nanowrimo.org/participants/Sparkling,,,"Harry Potter, Chronicles of Narnia, Dragonriders of Pern, Belgariad, Mallorean, Dragons in our Midst, C. S. Lewis, J. K. Rowling, Bryan Davis, Gary Chapman, Jeff Gerke, Blake",silence,"Indie game developer, 3D artist, 3D animation, pencil drawings, homeschooling",Oregon,,,,57451.25,1915.04166667,0,0,4,0,4,0,4,4,"[2011, 2012, 2013, 2014]","[2011, 2012, 2013, 2014]",[],4,25,2294.44878205,123,5,6816.5,21.75,1758.78621284,23.25,0,0,0,0,0,0
466,sjobeamer,2,59568,http://nanowrimo.org/participants/sjobeamer,,,"Fantasy, Adventure, Science Fiction, Young Adult (none of these are books or",Music my iTunes is able to find (apparently my iTunes library went missing),"Reading (is that what everyone does here?!), Movie Watching, Pop Culture Analyzing, Video Gaming, Rock Climbing, Texting (I'm making it a hobby now), Photo Taking, Lifting Heavy Things and Throwing Them-ing","Bend, Oregon",Awesomeness,Municipal Liaison,,29784,992.8,1,1,1,2,2,2,1,2,"[2013, 2014]",[2014],"[2013, 2014]",2,9.5,2759.41071428,0,1,7190.5,15.5,2165.46841086,7.5,15630,5,15630,5,15630,5
467,reincarnated_alphonse,8,313841,http://nanowrimo.org/participants/reincarnated_alphonse,,,"The Last Unicorn by Peter S. Beagle, The Singers of Time by Frederik Pohl, Lake of Secrets by Lael Littke, Stranger with My Face by Lois Duncan, Hitchhiker's Guide to the Galaxy by Douglas Adams, Prospero's Children by Jan Siegal, pretty much anyone who writes from the heart and make me","Loreena McKennitt, New Age music, Loreena McKennitt, Electronica, Loreena McKennitt, Musicals, some Pop music, some types of Rock, and did I mention Loreena McKennitt?","Writing, Reading, Music (both listening and writing), chatting with people, and Rise of the Guardians","Portland, OR",,,,34871.2222222,1162.37407407,1,0,5,0,9,0,2,8,"[2005, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014]","[2007, 2008, 2011, 2012, 2014]",[],9,5.88888888889,1316.04453441,226.111111111,3.66666666667,4836.77777778,9.22222222222,1253.00886891,3.88888888889,20581,7,20581,7,20581,7
468,phoenix.writing,8,3435000,http://nanowrimo.org/participants/phoenix-writing,,,"LOTR, HP, J.R.R. Tolkien, Anne McCaffrey, Georgette Heyer, Guy Gavriel Kay, Laurie R. King, Vorabiza, Olivia",Soundtracks and scores. (No lyrics to distract me.),"Harry Potter/Doctor Who/Torchwood/Inception/Star Trek/Sherlock Holmes, reading fanfic, knitting, crocheting. (Yup, I'm a geek.)",Ottawa,,,,429375,14312.5,1,1,8,8,8,8,8,8,"[2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014]","[2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014]","[2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014]",8,15.5,7187.50000001,5000,3.125,18125,4.75,3062.55799704,15,130000,7,130000,7,130000,7
469,Nickola,2,105881,http://nanowrimo.org/participants/Nickola,,,"Stephen King, C.S. Lewis, George R.R. Martin and Brian","I have around seventy songs on a Spotify playlist, ranging from classical music, to Fuel, to Civil Wars. Hard to put a label on it.",Making/Breaking things.,"Milwaukie, Oregon",Hardwood Flooring.,,,52940.5,1764.68333333,0,0,2,0,2,0,2,2,"[2013, 2014]","[2013, 2014]",[],2,19,2787.55,10.5,10,5581,7.5,1403.19484207,18,24375,6,24375,6,24375,6
470,Nianne,4,216295,http://nanowrimo.org/participants/Nianne,,,"Three Musketeers, Hunger Games, Night's Dawn trilogy (space opera with",The silence of the house at 2am when all you can hear is the weather and the fridge,"Running, Writing, Ignoring the mess in my apartment","Tigard, Oregon, USA",Parcel Loader for UPS,,,54073.75,1802.45833333,1,1,4,3,4,2,4,4,"[2011, 2012, 2013, 2014]","[2011, 2012, 2013, 2014]","[2011, 2013, 2014]",4,25.75,2110.06642857,224.5,16.75,4267.25,16.75,984.695001164,25.25,6699,4,6699,4,6699,4
471,MelissaMelody,0.25,153210,http://nanowrimo.org/participants/MelissaMelody,,,"Terry Brooks, J.K.",Nightwish,"Writing, drawing, knitting, crocheting","Portland, OR","Student, Concierge",,,51070,1702.33333333,1,1,3,0,3,0,3,3,"[2011, 2012, 2013]","[2011, 2012, 2013]",[],3,1,0,0,1,0,1,0,0,12845,7,12845,7,12845,7
472,Max Bliss,3,154194,http://nanowrimo.org/participants/Max-Bliss,,,"Robert A. Heinlein, John Scalzi, Laini Taylor, Joss Whedon, Guillermo del Toro, Ernest Cline, Patricia",Enya,kite flying,"Portland, OR",Corporate Communications Consultent,Municipal Liaison,,51398,1713.26666667,1,1,2,3,3,3,1,3,"[2012, 2013, 2014]","[2012, 2014]","[2012, 2013, 2014]",3,22.6666666667,2270.21673254,586.333333333,18.3333333333,5746.33333333,16.3333333333,1215.22641973,22,30756,7,30756,7,30756,7
473,Lynoir,6,184950,http://nanowrimo.org/participants/Lynoir,30,,"Urban Fantasy - A Madness of Angels, WhiteCat, Dresden",Vitamin String Quartet,"Crafting, Music, Anime, Manga, Food","Durham, N.C.",Independent Author,Municipal Liaison,,26421.4285714,880.714285714,1,1,2,5,7,5,1,7,"[2008, 2009, 2010, 2011, 2012, 2013, 2014]","[2010, 2013]","[2010, 2011, 2012, 2013, 2014]",7,12.7142857143,753.423543331,82.8571428571,8.71428571429,1770.85714286,10.8571428571,474.769495515,12,10591,7,10591,7,10591,7
474,lachattefatale,6,252672,http://nanowrimo.org/participants/lachattefatale,34,September 28,"Alexander, Austen, Bronte, Butcher, Carey, Gaiman, King, Lewis, Martin, Mieville, Rice, Rowling, Tan,",Movie soundtracks and other instrumentals.,"Music, aquaria, video games, cooking, and gardening.","Corvallis, Oregon, USA",Bookstore Roustabout,Municipal Liaison,,42112,1403.73333333,0,1,4,4,6,4,3,6,"[2009, 2010, 2011, 2012, 2013, 2014]","[2010, 2012, 2013, 2014]","[2011, 2012, 2013, 2014]",6,15.5,1394.96310386,223.5,10,4591.33333333,10.6666666667,952.281433594,14,8501,7,8501,7,8501,7
475,Kiryuu-Chan,7,1737429,http://nanowrimo.org/participants/Kiryuu-Chan,23,,"Laurell K. Hamilton, Kelley Armstrong, Rachel Vincent, Suzanne Collins, James Dashner, Jim Butcher, and of course,","J-Pop/Rock, Lindsey Stirling, anything by Ellie Goulding, Jazz, Disney musical numbers, Classical","Video Games, Reading, Eating, Sleeping, Breathing, Existing, Reading, Talking Excessively, Sleeping, Learning, Still Talking, Drawing, CREATING~","Nashville, TN",,,,193047.666667,6434.92222222,1,1,9,0,9,0,9,9,"[2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014]","[2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014]",[],9,7.55555555556,9653.93518519,2349.33333333,4.55555555556,22282.7777778,8.11111111111,6078.01062932,5.88888888889,630036,7,630036,7,630036,7
476,KehmberRaine,1,51114,http://nanowrimo.org/participants/KehmberRaine,,,,Classical,"Knitting, hiking, food","Portland, OR",free soul,,,51114,1703.8,1,0,1,0,1,0,1,1,[2014],[2014],[],1,15,3407.6,148,3,20010,29,4879.80282115,11,0,0,0,0,0,0
477,karygurl,6,279974,http://nanowrimo.org/participants/karygurl,,,"Jennifer Armentrout, Pamela Clare, James",Video game soundtracks,"D&D, baking, cross-stitch, video games","Beaverton, Oregon",,Municipal Liaison,,46662.3333333,1555.41111111,1,1,5,6,6,6,3,6,"[2009, 2010, 2011, 2012, 2013, 2014]","[2009, 2010, 2011, 2013, 2014]","[2009, 2010, 2011, 2012, 2013, 2014]",6,14.5,1463.38603932,191.833333333,8.33333333333,4233.5,13.1666666667,1014.61384499,13.6666666667,15378,7,15378,7,15378,7
478,jedimarri,4,230212,http://nanowrimo.org/participants/jedimarri,,,Oh man that's a long list! I might come back and fill this in when I'm procrastinating writing my novel... (but it hasn't happened in the last three years so don't count on,Depends on my mood.,"Reading, Writing, Creating Art, Spending time with friends and family.","Portland, Oregon",Writer,,,57553,1918.43333333,0,0,4,0,4,0,4,4,"[2011, 2012, 2013, 2014]","[2011, 2012, 2013, 2014]",[],4,16.5,3549.58611111,-73.5,19.25,9135,18,2316.7981184,13,9983,7,9983,7,9983,7
479,Dunx,11,687928,http://nanowrimo.org/participants/Dunx,,,"Charles Stross, Neal Stephenson, Terry Pratchett, Iain Banks, Neil Gaiman, some Julian May and Mary Gentle, Lovecraft's","New Order, Nine Inch Nails, Prodigy... a wall of sound rather than anything more delicate","reading, running, programming, cycling, Mornington Crescent","Portland, OR","writer, mostly working in program code",,,62538.9090909,2084.63030303,1,1,11,9,11,9,11,11,"[2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014]","[2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014]","[2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014]",11,10.8181818182,991.7986391,213,9,1970.27272727,7.63636363636,427.565315973,10.1818181818,28170,7,28170,7,28170,7
480,destaren,11,584924,http://nanowrimo.org/participants/destaren,,,"The Dispossessed, Raw Shark Texts, Watership Down, Deerskin, Ender's",This year Bon Iver + Sigur Ros + Radiohead + Halsey + Poe + Muse,"music, illustration, sculpture","Spokane Valley, WA",Artist,,,53174.9090909,1772.4969697,1,0,9,1,11,1,6,11,"[2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014]","[2005, 2006, 2007, 2008, 2009, 2010, 2012, 2013, 2014]",[2010],11,7.90909090909,1127.19429349,-136,5.09090909091,2744.27272727,8.09090909091,689.238548139,6.54545454545,18245,6,18245,6,18245,6
481,Corvus Ptarmigan,1,35084,http://nanowrimo.org/participants/Corvus-Ptarmigan,19,,,Taylor Swift,"Sleeping, yelling","Bloomington, Indiana",Professional,,,35084,1169.46666667,1,0,0,0,1,0,0,1,[2014],[],[],1,17,2063.76470588,1691,5,2404,7,225.365723531,17,13468,7,13468,7,13468,7
482,Chocolatequeen,12,522301,http://nanowrimo.org/participants/Chocolatequeen,,February 2,"Jane Austen, Tolkien, Harry Potter, Agatha Christie, and Sherlock","Soundtracks to Doctor Who, Sherlock, and Lord of the Rings, with a few costume drama soundtracks tossed in for good measure.","Doctor Who, Sherlock, Eating chocolate, and taking way too many pictures of my cat.","Vancouver WA, USA",Author,Municipal Liaison,,43525.0833333,1450.83611111,1,0,8,6,12,6,5,12,"[2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014]","[2003, 2006, 2008, 2009, 2010, 2011, 2012, 2014]","[2009, 2010, 2011, 2012, 2013, 2014]",12,5.75,1097.45663377,121.416666667,2.25,2617.08333333,6.58333333333,629.069563831,3.91666666667,19811,7,19811,7,19811,7
483,caillien,7,4562712,http://nanowrimo.org/participants/caillien,27,,"Lord of the Rings, The Hobbit, Kushiel's Dart, The Legend of Huma, Looking for Alaska, Game of Thrones, J.R.R. Tolkien, J.K. Rowling, David",,"music, anime, slaughtering virtual monsters as a source of stress relief, baking",,,,,651816,21727.2,1,1,6,1,7,1,6,7,"[2008, 2009, 2010, 2011, 2012, 2013, 2014]","[2009, 2010, 2011, 2012, 2013, 2014]",[2012],7,16.1428571429,20869.2365835,3751.57142857,8.14285714286,43764,4.85714285714,9135.28456413,15.7142857143,353002,7,353002,7,353002,7
484,Amanda Rose,0.25,0,http://nanowrimo.org/participants/Amanda-Rose,20,June 21,"C. S. Lewis, Cornelia Funke, J. K. Rowling, and J. R. R.",Halsey and LIGHTS,"Reading and writing, playing MMORPGS, listening to music and attending concerts, training dogs, and drawing (rather badly)","Cary, NC",Dog trainer,,,,,1,0,0,0,0,0,0,0,[],[],[],,,,,,,,,,11000,7,11000,7,11000,7
485,aliblade22,9,567819,http://nanowrimo.org/participants/aliblade22,,,"The Hunger Games, Pride & Prejudice, Harry Potter, The Book Thief,","Muse, Death Cab, The Killers, The Beatles, The Eagles","reading, road-tripping, antiquing","Tacoma, WA",writer,,,81117,2703.9,1,1,6,6,7,3,4,4,"[2006, 2007, 2008, 2009, 2012, 2013, 2014]","[2006, 2007, 2008, 2009, 2012, 2013]","[2006, 2007, 2008, 2012, 2013, 2014]",7,4.42857142857,10956.9424603,149.428571429,2.57142857143,23248.4285714,8.14285714286,10603.7427829,3.14285714286,11655,5,11655,5,11655,5
486,Adam Mayer,2,113770,http://nanowrimo.org/participants/Adam-Mayer,,,"Ayn Rand, Ira Levin,","60's Psychedelic (Rock, Pop, Folk, Soul)","Cooking, movies, politics","Forest Grove, OR",,,,56885,1896.16666667,1,1,2,2,2,2,2,2,"[2013, 2014]","[2013, 2014]","[2013, 2014]",2,26.5,2143.69800569,547.5,23.5,4097.5,11,919.643496125,26.5,11268,7,11268,7,11268,7
487,artofcheatery,6,300098,http://nanowrimo.org/participants/artofcheatery,28,September 28,"FEED, The Winter Long, Half-off Ragnarok, Skin Game, Idlewild | Seanan McGuire/Mira Grant, Jim Butcher, Nick","One Republic, Lady Gaga, I Fight Dragons, Evanescence, Fall Out Boy, My Chemical Romance, The Black Mages, video game soundtracks, various showtunes","theatre, television, cinema, drawing, and many more.","Los Angeles, California",Scenic Carpenter,Municipal Liaison,,50016.3333333,1667.21111111,1,0,6,2,6,2,6,6,"[2009, 2010, 2011, 2012, 2013, 2014]","[2009, 2010, 2011, 2012, 2013, 2014]","[2009, 2010]",6,18.1666666667,1247.90576245,-1447.33333333,6.5,4363.66666667,11.1666666667,993.002644634,17.8333333333,15003,7,15003,7,15003,7
488,zbluesy,2,2902,http://nanowrimo.org/participants/zbluesy,,,"Neil Gaiman, Jumpa Lahiri, John Irving, Ann Tyler, David Sedaris, Khaled Hosseini, Virginia Woolf, Annie Proulx, Jonathan Frazen, Junot Diaz, Elizabeth Strout, Maria Semple, Raymond Carver, Harlan Ellison, Veronica Roth, Ilsa Bick, Lauren Oliver, Suzanne Collins, John Green, Stephen King, Jennifer Egan, Carol Rivka Brunt, Lois Lowry, Charlotte Bronte, Jane","blues, jazz, classical, pop, soundtracks, rock, alternative, world, cheesy 80's",,"Los Angeles, CA",writer,,,1451,48.3666666667,0,0,0,0,2,0,0,2,"[2013, 2014]",[],[],2,2.5,362.75,0,1,571.5,2.5,222.102594537,0,0,0,0,0,0,0
489,WJ Cintron,0.166666666667,0,http://nanowrimo.org/participants/WJ-Cintron,,,"Stephen King, JK",,"Writing, Reading, Photography, Movies/Cinematography","Los Angeles, CA",Writer & Screenwriter,,,,,0,0,0,0,0,0,0,0,[],[],[],,,,,,,,,,855,2,855,2,855,2
490,Twinkle Toes the Berserker,1,101314,http://nanowrimo.org/participants/twinkle-toes-the-berserker,27,September 22,,Anything without words. Lately that means the soundtrack from Portal 2 and music by Taylor Davis (who is AMAZING!!),"Knitting, baking, reading, playing way, way too many video games","Pasadena, CA",,,,50657,1688.56666667,0,0,2,0,2,0,2,2,"[2013, 2014]","[2013, 2014]",[],2,1,0,0,1,0,1,0,0,11667,7,11667,7,11667,7
491,Trillian Anderson,0.25,0,http://nanowrimo.org/participants/trillian-anderson,,,,,,,,,,,,1,0,0,0,0,0,0,0,[],[],[],,,,,,,,,,16021,7,16021,7,16021,7
492,thePeoplesVictory,1,0,http://nanowrimo.org/participants/thePeoplesVictory,,March 20,"Cinder, Heir Apparent, The Squire's Tale, Artemis Fowl, Percy Jackson,","Instrumental, rap and all the Step-type musics. I really love dub step and drum step. Own City is great for writing as well.","Writing (obvious), watching good television shows, drawing, studying random facts that I can include in my worlds.","Los Angeles, CA",,,,,,0,0,0,0,0,0,0,0,[],[],[],,,,,,,,,,4981,2,4981,2,4981,2
493,TFWilde,1,0,http://nanowrimo.org/participants/TFWilde,,,"Jane Austen, JK Rowling, W. Somerset Maugham, Rick",Blue October,,"Los Angeles, CA",Bookkeeper,,,,,1,1,0,0,0,0,0,0,[],[],[],,,,,,,,,,16713,7,16713,7,16713,7
494,syaffolee,13,900838,http://nanowrimo.org/participants/syaffolee,,,"Robin McKinley, Garth Nix, Arturo Perez-Reverte, Umberto Eco, H.P.","soundtracks, electronica, classical",bookshop hunting,"San Diego, CA, USA",scientist,Municipal Liaison,,64345.5714286,2144.85238095,1,1,14,7,14,4,14,14,"[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014]","[2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014]","[2007, 2008, 2009, 2011, 2012, 2013, 2014]",14,7.42857142857,741.470238096,87.3571428571,3.57142857143,2544.85714286,8.35714285714,658.054371529,6.21428571429,7421,4,7421,4,7421,4
